 460 0.0281633 0.300001 0.283338 1.06522e-11 1.48948e-11 4.14264e-10 7.79437e-11 -9.80619e-12 -9.80615e-12 5.17755e-10 6.34549e-08
 480 0.0293878 0.300002 0.283338 6.60297e-12 2.05165e-12 1.02376e-09 2.05012e-10 -6.6725e-12 -6.6724e-12 1.23742e-09 1.6632e-07
 500 0.0306122 0.300002 0.283338 9.08115e-12 1.21159e-11 9.03242e-10 2.31739e-10 -8.78548e-12 -8.78536e-12 1.15618e-09 1.88503e-07
 520 0.0318367 0.300001 0.283338 3.33163e-12 1.71105e-12 1.29865e-09 1.27043e-10 -3.5403e-12 -3.54025e-12 1.43074e-09 1.02833e-07
 540 0.0330612 0.300001 0.283337 1.27526e-12 1.95028e-12 2.08541e-10 2.09176e-11 -1.24232e-12 -1.24231e-12 2.32684e-10 1.65994e-08
 560 0.0342857 0.300001 0.283337 5.57193e-12 8.68559e-12 3.0129e-10 1.31241e-11 -5.10518e-12 -5.10518e-12 3.28672e-10 1.04858e-08
 580 0.0355102 0.300001 0.283338 3.08824e-12 7.94219e-13 3.83557e-10 7.21834e-11 -3.09403e-12 -3.09401e-12 4.59623e-10 5.82343e-08
 600 0.0367347 0.300001 0.283338 6.77995e-12 1.00632e-11 4.00103e-10 1.18904e-10 -6.41562e-12 -6.41558e-12 5.3585e-10 9.66404e-08
 620 0.0379592 0.300001 0.283338 2.68361e-12 1.27699e-12 8.35771e-10 9.07382e-11 -2.82355e-12 -2.82352e-12 9.30469e-10 7.33102e-08
 640 0.0391837 0.300001 0.283337 1.81372e-12 3.27808e-12 1.7082e-10 3.18629e-11 -1.74702e-12 -1.74702e-12 2.07775e-10 2.55619e-08
 660 0.0404082 0.3 0.283337 3.38536e-12 5.52746e-12 2.98997e-10 3.29573e-12 -3.13232e-12 -3.13232e-12 3.11205e-10 2.37295e-09
 680 0.0416327 0.300001 0.283337 1.60512e-12 7.70433e-13 1.38172e-10 1.94995e-11 -1.59363e-12 -1.59363e-12 1.60047e-10 1.53825e-08
 700 0.0428571 0.300001 0.283338 4.97608e-12 8.10541e-12 1.80461e-10 5.31957e-11 -4.63335e-12 -4.63335e-12 2.46738e-10 4.31091e-08
 720 0.0440816 0.300001 0.283338 2.14995e-12 1.2147e-12 5.05027e-10 5.4695e-11 -2.22542e-12 -2.22541e-12 5.63086e-10 4.40058e-08
 740 0.0453061 0.300001 0.283337 2.32361e-12 4.24397e-12 1.21284e-10 3.04957e-11 -2.20616e-12 -2.20616e-12 1.58347e-10 2.44914e-08
 760 0.0465306 0.3 0.283337 2.50778e-12 3.95898e-12 2.89908e-10 6.31496e-12 -2.37254e-12 -2.37254e-12 3.0269e-10 4.77141e-09
 780 0.0477551 0.3 0.283337 1.26615e-12 1.39819e-12 5.98047e-11 3.76525e-12 -1.23893e-12 -1.23894e-12 6.62343e-11 2.61355e-09
 800 0.0489796 0.300001 0.283337 3.77918e-12 6.53881e-12 1.10378e-10 2.08728e-11 -3.49843e-12 -3.49843e-12 1.41569e-10 1.67501e-08
 820 0.0502041 0.300001 0.283337 1.81606e-12 1.4146e-12 2.98384e-10 2.87514e-11 -1.84631e-12 -1.84631e-12 3.30366e-10 2.29201e-08
 840 0.0514286 0.300001 0.283337 2.60504e-12 4.74401e-12 8.317e-11 2.30391e-11 -2.45287e-12 -2.45287e-12 1.13558e-10 1.84483e-08
 860 0.0526531 0.3 0.283337 2.19201e-12 3.25466e-12 2.58573e-10 8.68311e-12 -2.11245e-12 -2.11246e-12 2.72703e-10 6.67504e-09
 880 0.0538776 0.3 0.283337 1.44795e-12 2.23231e-12 4.20129e-11 1.58838e-12 -1.39906e-12 -1.39906e-12 4.72815e-11 8.81893e-10
 900 0.055102 0.3 0.283337 3.09777e-12 5.4574e-12 1.02738e-10 7.62192e-12 -2.87947e-12 -2.87947e-12 1.18915e-10 5.92619e-09
 920 0.0563265 0.3 0.283337 1.71388e-12 1.81377e-12 1.82143e-10 1.35751e-11 -1.71276e-12 -1.71276e-12 1.99246e-10 1.06e-08
 940 0.057551 0.300001 0.283337 2.72503e-12 4.92493e-12 6.49638e-11 1.50984e-11 -2.55972e-12 -2.55973e-12 8.77123e-11 1.19984e-08
 960 0.0587755 0.3 0.283337 2.11765e-12 3.02479e-12 2.17318e-10 8.4688e-12 -2.0611e-12 -2.0611e-12 2.30929e-10 6.4982e-09
 980 0.06 0.3 0.283337 1.79876e-12 3.02034e-12 4.28958e-11 2.68867e-12 -1.72761e-12 -1.72761e-12 5.04036e-11 1.81601e-09
 1000 0.0612245 0.3 0.283337 2.7705e-12 4.78726e-12 1.1225e-10 3.40065e-12 -2.60361e-12 -2.60361e-12 1.23208e-10 2.46704e-09
 1020 0.062449 0.3 0.283337 1.80606e-12 2.34125e-12 1.22395e-10 6.19102e-12 -1.78247e-12 -1.78247e-12 1.32733e-10 4.62363e-09
 1040 0.0636735 0.3 0.283337 2.78368e-12 4.94723e-12 6.33867e-11 9.20983e-12 -2.6222e-12 -2.6222e-12 8.03275e-11 7.21185e-09
 1060 0.064898 0.3 0.283337 2.17093e-12 3.08117e-12 1.78423e-10 6.91231e-12 -2.1217e-12 -2.1217e-12 1.90588e-10 5.2412e-09
 1080 0.0661224 0.3 0.283337 2.16703e-12 3.68245e-12 4.90551e-11 3.67521e-12 -2.07749e-12 -2.07749e-12 5.85798e-11 2.65294e-09
 1100 0.0673469 0.3 0.283337 2.67278e-12 4.44684e-12 1.20852e-10 2.65333e-12 -2.54283e-12 -2.54283e-12 1.30625e-10 1.84897e-09
 1120 0.0685714 0.3 0.283337 2.03232e-12 2.9332e-12 9.44977e-11 3.32119e-12 -1.99013e-12 -1.99014e-12 1.02784e-10 2.32361e-09
 1140 0.0697959 0.3 0.283337 2.85283e-12 4.93938e-12 7.12398e-11 5.71505e-12 -2.70317e-12 -2.70317e-12 8.47471e-11 4.37362e-09
 1160 0.0710204 0.3 0.283337 2.31444e-12 3.32245e-12 1.47871e-10 5.2677e-12 -2.26484e-12 -2.26484e-12 1.58776e-10 3.92218e-09
 1180 0.0722449 0.3 0.283337 2.50713e-12 4.2135e-12 5.71459e-11 4.0056e-12 -2.40575e-12 -2.40576e-12 6.78721e-11 2.95252e-09
 1200 0.0734694 0.3 0.283337 2.72301e-12 4.35687e-12 1.24239e-10 2.87654e-12 -2.61754e-12 -2.61754e-12 1.34196e-10 2.03313e-09
 1220 0.0746939 0.3 0.283337 2.33785e-12 3.54082e-12 8.34216e-11 2.6218e-12 -2.28053e-12 -2.28053e-12 9.19221e-11 1.79095e-09
 1240 0.0759184 0.3 0.283337 2.9674e-12 4.97503e-12 8.22887e-11 4.03656e-12 -2.83304e-12 -2.83304e-12 9.42677e-11 3.01623e-09
 1260 0.0771429 0.3 0.283337 2.53402e-12 3.69272e-12 1.26756e-10 4.12802e-12 -2.48079e-12 -2.48079e-12 1.3711e-10 3.02154e-09
 1280 0.0783673 0.3 0.283337 2.82527e-12 4.65875e-12 6.63357e-11 3.96227e-12 -2.71828e-12 -2.71828e-12 7.7782e-11 2.94593e-09
 1300 0.0795918 0.3 0.283337 2.87701e-12 4.46075e-12 1.23549e-10 3.20542e-12 -2.78713e-12 -2.78713e-12 1.34092e-10 2.31378e-09
 1320 0.0808163 0.3 0.283337 2.68812e-12 4.13862e-12 8.10285e-11 2.7711e-12 -2.61895e-12 -2.61895e-12 9.06264e-11 1.95045e-09
 1340 0.0820408 0.3 0.283337 3.14336e-12 5.09564e-12 9.28058e-11 3.46136e-12 -3.02369e-12 -3.0237e-12 1.04506e-10 2.56221e-09
 1360 0.0832653 0.3 0.283337 2.82265e-12 4.15789e-12 1.13737e-10 3.58433e-12 -2.7642e-12 -2.76421e-12 1.24302e-10 2.61184e-09
 1380 0.0844898 0.3 0.283337 3.14294e-12 5.0663e-12 7.60328e-11 3.86503e-12 -3.03524e-12 -3.03525e-12 8.8107e-11 2.89553e-09
 1400 0.0857143 0.3 0.283337 3.11549e-12 4.7215e-12 1.21003e-10 3.47279e-12 -3.03455e-12 -3.03456e-12 1.32313e-10 2.55375e-09
 1420 0.0869388 0.3 0.283337 3.07048e-12 4.72776e-12 8.31719e-11 3.16981e-12 -2.99249e-12 -2.99249e-12 9.41399e-11 2.3142e-09
 1440 0.0881633 0.3 0.283337 3.38733e-12 5.32083e-12 1.01342e-10 3.46123e-12 -3.28016e-12 -3.28016e-12 1.13511e-10 2.58289e-09
 1460 0.0893878 0.3 0.283337 3.17441e-12 4.69586e-12 1.06904e-10 3.50732e-12 -3.11059e-12 -3.1106e-12 1.18281e-10 2.58717e-09
 1480 0.0906122 0.3 0.283337 3.48351e-12 5.48067e-12 8.56494e-11 3.88481e-12 -3.37819e-12 -3.37819e-12 9.84984e-11 2.94274e-09
 1500 0.0918367 0.3 0.283337 3.43086e-12 5.11287e-12 1.18424e-10 3.7264e-12 -3.35478e-12 -3.35478e-12 1.30694e-10 2.79086e-09
 1520 0.0930612 0.3 0.283337 3.48584e-12 5.3212e-12 8.78067e-11 3.61326e-12 -3.4018e-12 -3.4018e-12 1.00227e-10 2.71653e-09
 1540 0.0942857 0.3 0.283337 3.70402e-12 5.65844e-12 1.07852e-10 3.73363e-12 -3.60673e-12 -3.60674e-12 1.20948e-10 2.83279e-09
 1560 0.0955102 0.3 0.283337 3.58831e-12 5.29761e-12 1.04539e-10 3.73442e-12 -3.5193e-12 -3.51931e-12 1.17159e-10 2.81519e-09
 1580 0.0967347 0.3 0.283337 3.86821e-12 5.94e-12 9.47537e-11 4.07162e-12 -3.76699e-12 -3.76699e-12 1.08633e-10 3.12975e-09
 1600 0.0979592 0.3 0.283337 3.82315e-12 5.61886e-12 1.16896e-10 4.03518e-12 -3.74926e-12 -3.74926e-12 1.30373e-10 3.08107e-09
 1620 0.0991837 0.3 0.283337 3.9434e-12 5.93692e-12 9.38785e-11 4.07073e-12 -3.85629e-12 -3.8563e-12 1.0783e-10 3.13338e-09
 1640 0.100408 0.3 0.283337 4.1003e-12 6.11502e-12 1.12924e-10 4.14147e-12 -4.01024e-12 -4.01024e-12 1.27281e-10 3.20072e-09
 1660 0.101633 0.3 0.283337 4.06767e-12 5.96205e-12 1.05373e-10 4.14758e-12 -3.99442e-12 -3.99442e-12 1.19551e-10 3.19968e-09
 1680 0.102857 0.3 0.283337 4.31571e-12 6.47082e-12 1.03164e-10 4.41734e-12 -4.21898e-12 -4.21898e-12 1.18368e-10 3.45193e-09
 1700 0.104082 0.3 0.283337 4.29841e-12 6.23621e-12 1.16899e-10 4.44217e-12 -4.225e-12 -4.22501e-12 1.31875e-10 3.45845e-09
 1720 0.105306 0.3 0.283337 4.45924e-12 6.6004e-12 1.0082e-10 4.56782e-12 -4.37109e-12 -4.37109e-12 1.16447e-10 3.58664e-09
 1740 0.106531 0.3 0.283337 4.58411e-12 6.69151e-12 1.17316e-10 4.64111e-12 -4.49944e-12 -4.49944e-12 1.33232e-10 3.65163e-09
 1760 0.107755 0.3 0.283337 4.6214e-12 6.69753e-12 1.0854e-10 4.68418e-12 -4.54498e-12 -4.54499e-12 1.24543e-10 3.69016e-09
 1780 0.10898 0.3 0.283337 4.84366e-12 7.09681e-12 1.10966e-10 4.90313e-12 -4.75151e-12 -4.75151e-12 1.27809e-10 3.89463e-09
 1800 0.110204 0.3 0.283337 4.86529e-12 6.96327e-12 1.18602e-10 4.96519e-12 -4.79143e-12 -4.79143e-12 1.35396e-10 3.93776e-09
 1820 0.111429 0.3 0.283337 5.05206e-12 7.33735e-12 1.08332e-10 5.13817e-12 -4.96405e-12 -4.96406e-12 1.25859e-10 4.10513e-09
 1840 0.112653 0.3 0.283337 5.1682e-12 7.39569e-12 1.21701e-10 5.23294e-12 -5.08716e-12 -5.08716e-12 1.39498e-10 4.18599e-09
 1860 0.113878 0.3 0.283337 5.26367e-12 7.51764e-12 1.13473e-10 5.32424e-12 -5.18508e-12 -5.18508e-12 1.31579e-10 4.27082e-09
 1880 0.115102 0.3 0.283337 5.47042e-12 7.83745e-12 1.18425e-10 5.51778e-12 -5.38242e-12 -5.38243e-12 1.37251e-10 4.44986e-09
 1900 0.116327 0.3 0.283337 5.53623e-12 7.80431e-12 1.21992e-10 5.61282e-12 -5.46167e-12 -5.46167e-12 1.40946e-10 4.52628e-09
 1920 0.117551 0.3 0.283337 5.74159e-12 8.17005e-12 1.16295e-10 5.81114e-12 -5.65501e-12 -5.65502e-12 1.36018e-10 4.71368e-09
 1940 0.118776 0.3 0.283337 5.8674e-12 8.23517e-12 1.26595e-10 5.93391e-12 -5.78886e-12 -5.78887e-12 1.46632e-10 4.81787e-09
 1960 0.12 0.3 0.283337 6.01201e-12 8.43958e-12 1.19847e-10 6.07293e-12 -5.93226e-12 -5.93226e-12 1.40372e-10 4.94684e-09
 1980 0.121224 0.3 0.283337 6.21549e-12 8.70996e-12 1.25873e-10 6.26351e-12 -6.13123e-12 -6.13123e-12 1.47061e-10 5.12019e-09
 2000 0.122449 0.3 0.283337 6.32854e-12 8.77182e-12 1.27015e-10 6.39482e-12 -6.25329e-12 -6.2533e-12 1.48511e-10 5.23206e-09
 2020 0.123673 0.3 0.283337 6.55157e-12 9.12568e-12 1.2474e-10 6.61142e-12 -6.46675e-12 -6.46675e-12 1.47029e-10 5.43347e-09
 2040 0.124898 0.3 0.283337 6.70024e-12 9.22189e-12 1.3239e-10 6.76618e-12 -6.62344e-12 -6.62345e-12 1.55078e-10 5.56564e-09
 2060 0.126122 0.3 0.283337 6.88869e-12 9.48627e-12 1.27484e-10 6.94975e-12 -6.80873e-12 -6.80873e-12 1.50809e-10 5.73446e-09
 2080 0.127347 0.3 0.283337 7.10172e-12 9.73666e-12 1.33693e-10 7.15383e-12 -7.02039e-12 -7.02039e-12 1.57685e-10 5.91722e-09
 2100 0.128571 0.3 0.283337 7.26262e-12 9.88154e-12 1.3363e-10 7.32582e-12 -7.18712e-12 -7.18712e-12 1.581e-10 6.06763e-09
 2120 0.129796 0.3 0.283337 7.50654e-12 1.02287e-11 1.3379e-10 7.5631e-12 -7.42398e-12 -7.42398e-12 1.59089e-10 6.28488e-09
 2140 0.13102 0.3 0.283337 7.68882e-12 1.03732e-11 1.39369e-10 7.75432e-12 -7.61333e-12 -7.61333e-12 1.65186e-10 6.44962e-09
 2160 0.132245 0.3 0.283337 7.91887e-12 1.06834e-11 1.36339e-10 7.98008e-12 -7.83946e-12 -7.83946e-12 1.62922e-10 6.65535e-09
 2180 0.133469 0.3 0.283337 8.15287e-12 1.09366e-11 1.42241e-10 8.21004e-12 -8.07427e-12 -8.07427e-12 1.69541e-10 6.85897e-09
 2200 0.134694 0.3 0.283337 8.3639e-12 1.11587e-11 1.4183e-10 8.42717e-12 -8.28847e-12 -8.28847e-12 1.69779e-10 7.05077e-09
 2220 0.135918 0.3 0.283337 8.63424e-12 1.15084e-11 1.43645e-10 8.69154e-12 -8.55407e-12 -8.55408e-12 1.72479e-10 7.28947e-09
 2240 0.137143 0.3 0.283337 8.85849e-12 1.17108e-11 1.47754e-10 8.92455e-12 -8.78414e-12 -8.78415e-12 1.77248e-10 7.49174e-09
 2260 0.138367 0.3 0.283337 9.13094e-12 1.20616e-11 1.46454e-10 9.19314e-12 -9.05276e-12 -9.05277e-12 1.76839e-10 7.73408e-09
 2280 0.139592 0.3 0.283337 9.39713e-12 1.23388e-11 1.51852e-10 9.45894e-12 -9.32089e-12 -9.3209e-12 1.83047e-10 7.96775e-09
 2300 0.140816 0.3 0.283337 9.66015e-12 1.26309e-11 1.5165e-10 9.72536e-12 -9.58541e-12 -9.58542e-12 1.83666e-10 8.20351e-09
 2320 0.142041 0.3 0.283337 9.9644e-12 1.29965e-11 1.54546e-10 1.00249e-11 -9.88673e-12 -9.88674e-12 1.87532e-10 8.47087e-09
 2340 0.143265 0.300001 0.283337 1.0238e-11 1.32655e-11 1.57744e-10 1.03058e-11 -1.01648e-11 -1.01648e-11 1.91553e-10 8.71571e-09
 2360 0.14449 0.300001 0.283337 1.05558e-11 1.36559e-11 1.57928e-10 1.06201e-11 -1.04793e-11 -1.04793e-11 1.9276e-10 8.99681e-09
 2380 0.145714 0.300001 0.283337 1.08642e-11 1.39748e-11 1.62829e-10 1.09306e-11 -1.07902e-11 -1.07902e-11 1.98599e-10 9.26839e-09
 2400 0.146939 0.300001 0.283337 1.11825e-11 1.43355e-11 1.63171e-10 1.12503e-11 -1.11088e-11 -1.11088e-11 1.99939e-10 9.55098e-09
 2420 0.148163 0.300001 0.283337 1.15286e-11 1.47313e-11 1.66753e-10 1.15937e-11 -1.14536e-11 -1.14536e-11 2.04607e-10 9.85459e-09
 2440 0.149388 0.300001 0.283337 1.18582e-11 1.50729e-11 1.69505e-10 1.19289e-11 -1.17864e-11 -1.17864e-11 2.08365e-10 1.01471e-08
 2460 0.150612 0.300001 0.283337 1.22264e-11 1.551e-11 1.70935e-10 1.2294e-11 -1.2152e-11 -1.2152e-11 2.10965e-10 1.0471e-08
 2480 0.151837 0.300001 0.283337 1.25861e-11 1.58855e-11 1.75445e-10 1.26572e-11 -1.25144e-11 -1.25144e-11 2.16573e-10 1.07876e-08
 2500 0.153061 0.300001 0.283337 1.29637e-11 1.63164e-11 1.7651e-10 1.30351e-11 -1.28916e-11 -1.28916e-11 2.18825e-10 1.11205e-08
 2520 0.154286 0.300001 0.283337 1.33606e-11 1.67598e-11 1.80541e-10 1.34308e-11 -1.32882e-11 -1.32882e-11 2.24092e-10 1.14678e-08
 2540 0.15551 0.300001 0.283337 1.37519e-11 1.71802e-11 1.8321e-10 1.38266e-11 -1.36819e-11 -1.36819e-11 2.27969e-10 1.18129e-08
 2560 0.156735 0.300001 0.283337 1.41766e-11 1.76738e-11 1.85666e-10 1.42488e-11 -1.41047e-11 -1.41047e-11 2.31766e-10 1.21847e-08
 2580 0.157959 0.300001 0.283337 1.45962e-11 1.81221e-11 1.89951e-10 1.46722e-11 -1.45268e-11 -1.45268e-11 2.37342e-10 1.25529e-08
 2600 0.159184 0.300001 0.283337 1.50378e-11 1.86284e-11 1.91814e-10 1.51137e-11 -1.49677e-11 -1.49677e-11 2.40594e-10 1.294e-08
 2620 0.160408 0.300001 0.283337 1.54936e-11 1.91364e-11 1.96167e-10 1.55698e-11 -1.5424e-11 -1.5424e-11 2.46367e-10 1.3338e-08
 2640 0.161633 0.300001 0.283337 1.59529e-11 1.96457e-11 1.9903e-10 1.60322e-11 -1.58848e-11 -1.58848e-11 2.50661e-10 1.37406e-08
 2660 0.162857 0.300001 0.283337 1.64403e-11 2.02087e-11 2.02332e-10 1.65181e-11 -1.63711e-11 -1.63712e-11 2.55499e-10 1.41657e-08
 2680 0.164082 0.300001 0.283337 1.69273e-11 2.07444e-11 2.0657e-10 1.70088e-11 -1.68603e-11 -1.68603e-11 2.61251e-10 1.45913e-08
 2700 0.165306 0.300001 0.283337 1.7438e-11 2.13374e-11 2.09246e-10 1.75191e-11 -1.73704e-11 -1.73704e-11 2.65541e-10 1.50368e-08
 2720 0.166531 0.300001 0.283337 1.79603e-11 2.19274e-11 2.13872e-10 1.80429e-11 -1.78937e-11 -1.78937e-11 2.71803e-10 1.54917e-08
 2740 0.167755 0.300001 0.283337 1.84928e-11 2.25365e-11 2.17121e-10 1.85776e-11 -1.84271e-11 -1.84271e-11 2.76728e-10 1.59561e-08
 2760 0.16898 0.300001 0.283337 1.90494e-11 2.31866e-11 2.21137e-10 1.91334e-11 -1.89832e-11 -1.89832e-11 2.82507e-10 1.64398e-08
 2780 0.170204 0.300001 0.283337 1.96099e-11 2.38249e-11 2.25491e-10 1.96975e-11 -1.95456e-11 -1.95456e-11 2.88624e-10 1.69279e-08
 2800 0.171429 0.300001 0.283337 2.01945e-11 2.45178e-11 2.28959e-10 2.02817e-11 -2.01297e-11 -2.01297e-11 2.93953e-10 1.74357e-08
 2820 0.172653 0.300001 0.283337 2.07901e-11 2.52101e-11 2.33864e-10 2.08792e-11 -2.07264e-11 -2.07264e-11 3.00744e-10 1.79527e-08
 2840 0.173878 0.300001 0.283337 2.13999e-11 2.59319e-11 2.37621e-10 2.14908e-11 -2.13369e-11 -2.13369e-11 3.06444e-10 1.84824e-08
 2860 0.175102 0.300001 0.283337 2.2031e-11 2.66873e-11 2.42256e-10 2.2122e-11 -2.19679e-11 -2.1968e-11 3.13097e-10 1.90292e-08
 2880 0.176327 0.300001 0.283337 2.267e-11 2.7446e-11 2.46869e-10 2.27639e-11 -2.26085e-11 -2.26085e-11 3.19749e-10 1.95835e-08
 2900 0.177551 0.300001 0.283337 2.33321e-11 2.82542e-11 2.51082e-10 2.34261e-11 -2.32703e-11 -2.32703e-11 3.26094e-10 2.01569e-08
 2920 0.178776 0.300001 0.283337 2.40056e-11 2.9068e-11 2.56297e-10 2.41018e-11 -2.3945e-11 -2.3945e-11 3.33472e-10 2.07399e-08
 2940 0.18 0.300001 0.283337 2.4696e-11 2.9919e-11 2.60635e-10 2.47934e-11 -2.46358e-11 -2.46358e-11 3.40043e-10 2.13374e-08
 2960 0.181224 0.300001 0.283337 2.5405e-11 3.07981e-11 2.6582e-10 2.55033e-11 -2.53452e-11 -2.53452e-11 3.47526e-10 2.19503e-08
 2980 0.182449 0.300001 0.283337 2.61253e-11 3.16937e-11 2.70798e-10 2.6226e-11 -2.60666e-11 -2.60666e-11 3.54843e-10 2.25731e-08
 3000 0.183673 0.300001 0.283337 2.68672e-11 3.26356e-11 2.75705e-10 2.69682e-11 -2.68085e-11 -2.68085e-11 3.62176e-10 2.32139e-08
 3020 0.184898 0.300001 0.283337 2.76208e-11 3.35884e-11 2.81263e-10 2.77242e-11 -2.75633e-11 -2.75633e-11 3.70196e-10 2.38649e-08
 3040 0.186122 0.300001 0.283337 2.83925e-11 3.45836e-11 2.86209e-10 2.84969e-11 -2.83353e-11 -2.83353e-11 3.77682e-10 2.45311e-08
 3060 0.187347 0.300001 0.283337 2.91811e-11 3.56058e-11 2.91899e-10 2.92867e-11 -2.91244e-11 -2.91244e-11 3.85972e-10 2.52114e-08
 3080 0.188571 0.300001 0.283337 2.99825e-11 3.66526e-11 2.97309e-10 3.00903e-11 -2.99268e-11 -2.99268e-11 3.94034e-10 2.59032e-08
 3100 0.189796 0.300001 0.283337 3.08039e-11 3.77431e-11 3.02852e-10 3.09122e-11 -3.07483e-11 -3.07483e-11 4.02311e-10 2.66114e-08
 3120 0.19102 0.300001 0.283337 3.16373e-11 3.88514e-11 3.08783e-10 3.17478e-11 -3.15827e-11 -3.15828e-11 4.1102e-10 2.73303e-08
 3140 0.192245 0.300001 0.283337 3.24885e-11 4.00025e-11 3.14329e-10 3.25999e-11 -3.24342e-11 -3.24342e-11 4.1942e-10 2.80643e-08
 3160 0.193469 0.300001 0.283338 3.33549e-11 4.11809e-11 3.20484e-10 3.34677e-11 -3.33012e-11 -3.33012e-11 4.28488e-10 2.88111e-08
 3180 0.194694 0.300001 0.283338 3.42348e-11 4.23904e-11 3.26361e-10 3.43494e-11 -3.41819e-11 -3.41819e-11 4.37336e-10 2.957e-08
 3200 0.195918 0.300001 0.283338 3.51324e-11 4.36389e-11 3.32474e-10 3.52477e-11 -3.50797e-11 -3.50797e-11 4.46493e-10 3.03438e-08
 3220 0.197143 0.300001 0.283338 3.60419e-11 4.49107e-11 3.38795e-10 3.61592e-11 -3.599e-11 -3.59901e-11 4.55907e-10 3.11282e-08
 3240 0.198367 0.300001 0.283338 3.69679e-11 4.62243e-11 3.44908e-10 3.7086e-11 -3.69163e-11 -3.69163e-11 4.65186e-10 3.19269e-08
 3260 0.199592 0.300001 0.283338 3.79072e-11 4.75634e-11 3.5149e-10 3.80269e-11 -3.78562e-11 -3.78562e-11 4.74987e-10 3.27373e-08
 3280 0.200816 0.300001 0.283338 3.88598e-11 4.89366e-11 3.57835e-10 3.89808e-11 -3.88093e-11 -3.88094e-11 4.84613e-10 3.35595e-08
